Mon Jul 28 16:31:13 2025    timing.txt

         217305285 function calls (215635255 primitive calls) in 129.647 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 immutable.py:140(ImmutableSparseMatrix)
        1    0.000    0.000    0.000    0.000 sequences.py:1020(SeqAdd)
        4    0.000    0.000    0.000    0.000 simplify.py:405(<lambda>)
        1    0.000    0.000    0.000    0.000 diophantine.py:146(DiophantineEquationType)
        1    0.000    0.000    0.000    0.000 convert_id_to_delay.py:27(ConvertIdToDelay)
        1    0.000    0.000    0.000    0.000 parameter_manager.py:72(NodeVisitor)
        1    0.000    0.000    0.000    0.000 _kerberos.py:974(KrbError)
        4    0.000    0.000    0.000    0.000 axis.py:1808(have_units)
        3    0.000    0.000    0.000    0.000 _version.py:78(_compare_version)
       10    0.000    0.000    0.000    0.000 backend.py:624(options)
        4    0.000    0.000    0.000    0.000 axis.py:504(locator)
       12    0.000    0.000    0.000    0.000 typing.py:592(__repr__)
        3    0.000    0.000    0.000    0.000 _linalg.py:209(_is_empty_2d)
        1    0.000    0.000    0.000    0.000 __init__.py:821(Prepared)
        8    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 reduction.py:43(register)
        2    0.000    0.000    0.000    0.000 traceback.py:293(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 flow_controllers.py:27(FlowControllerLinear)
        1    0.000    0.000    0.000    0.000 forward_match.py:30(ForwardMatch)
        1    0.000    0.000    0.000    0.000 statevector_sampler.py:52(StatevectorSampler)
        1    0.000    0.000    0.000    0.000 dh.py:20(DHParameters)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:9144(PolicyTemplateReference)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:10390(ReportReference)
        1    0.000    0.000    0.000    0.000 resource_controller_v2.py:4806(ResourceAliasesPager)
        1    0.000    0.000    0.000    0.000 core.py:895(_DomainGreater)
        1    0.000    0.000    0.000    0.000 types.py:2202(EncoderProtocol)
        2    0.000    0.000    0.000    0.000 fake_backend.py:455(<genexpr>)
        1    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 __init__.py:106(__version__)
        1    0.000    0.000    0.000    0.000 core.py:3203(QuotedString)
        1    0.000    0.000    0.000    0.000 pyplot.py:1132(get_fignums)
        1    0.000    0.000    0.000    0.000 layout_engine.py:211(ConstrainedLayoutEngine)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1425(DraggableBase)
        1    0.000    0.000    0.000    0.000 error_functions.py:1483(li)
        1    0.000    0.000    0.000    0.000 hyper.py:959(HyperRep_asin1)
        1    0.000    0.000    0.000    0.000 sequences.py:415(SeqExpr)
        1    0.000    0.000    0.000    0.000 series.py:1496(ParametricLineBaseSeries)
        1    0.000    0.000    0.000    0.000 permutations.py:244(Cycle)
        1    0.000    0.000    0.000    0.000 ast.py:963(Type)
       11    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
       10    0.000    0.000    0.000    0.000 pulse_instruction.py:698(<genexpr>)
        1    0.000    0.000    0.000    0.000 full_ancilla_allocation.py:21(FullAncillaAllocation)
        1    0.000    0.000    0.000    0.000 _request_methods.py:20(RequestMethods)
        1    0.000    0.000    0.000    0.000 extensions.py:323(AuthorityInformationAccess)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:6067(InstallStatus)
        1    0.000    0.000    0.000    0.000 iam_access_groups_v2.py:4203(Error)
        1    0.000    0.000    0.000    0.000 _dok.py:612(dok_matrix)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _schema_generation_shared.py:65(CallbackGetCoreSchemaHandler)
        1    0.000    0.000    0.000    0.000 fields.py:895(ModelPrivateAttr)
        1    0.000    0.000    0.000    0.000 slice_span.py:27(SliceSpan)
        1    0.000    0.000    0.000    0.000 ticker.py:2760(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1831(LinearLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:1763(AffineBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:891(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 image.py:1297(FigureImage)
        1    0.000    0.000    0.000    0.000 kind.py:156(__new__)
        1    0.000    0.000    0.000    0.000 monomials.py:506(Monomial)
        6    0.000    0.000    0.000    0.000 printer.py:386(print_function)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:222(polylog)
        1    0.000    0.000    0.000    0.000 hyper.py:978(HyperRep_asin2)
        1    0.000    0.000    0.000    0.000 hyper.py:1002(HyperRep_sqrts1)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:564(polygamma)
        1    0.000    0.000    0.000    0.000 permutation.py:9(PermutationMatrix)
        1    0.000    0.000    0.000    0.000 ellipse.py:1476(Circle)
        2    0.000    0.000    0.000    0.000 {built-in method posix.lseek}
       11    0.000    0.000    0.000    0.000 utils.py:56(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:518(deprecated)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1424(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 u3.py:28(U3Gate)
        2    0.000    0.000    0.000    0.000 sparse_pauli_op.py:251(paulis)
        1    0.000    0.000    0.000    0.000 calibration_entries.py:290(PulseQobjDef)
        1    0.000    0.000    0.000    0.000 _pep440.py:149(__ge__)
        1    0.000    0.000    0.000    0.000 layout.py:442(TranspileLayout)
        1    0.000    0.000    0.000    0.000 merge_adjacent_barriers.py:19(MergeAdjacentBarriers)
        1    0.000    0.000    0.000    0.000 requests_ntlm.py:42(HttpNtlmAuth)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:5890(IDFilter)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:5952(Image)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:9169(SyndicationAuthorization)
        1    0.000    0.000    0.000    0.000 diagnose.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:2279(Base64UrlEncoder)
        1    0.000    0.000    0.000    0.000 lines.py:1469(AxLine)
        1    0.000    0.000    0.000    0.000 widgets.py:2860(ToolLineHandles)
        1    0.000    0.000    0.000    0.000 linalg.py:108(LinearAlgebraMethods)
        1    0.000    0.000    0.000    0.000 mathml.py:21(MathMLPrinterBase)
        1    0.000    0.000    0.000    0.000 sets.py:1691(Complement)
        1    0.000    0.000    0.000    0.000 ordinals.py:5(OmegaPower)
        1    0.000    0.000    0.000    0.000 bessel.py:1986(marcumq)
        1    0.000    0.000    0.000    0.000 polynomials.py:1006(hermite)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 singleton.py:404(_SingletonBase)
        1    0.000    0.000    0.000    0.000 passmanager.py:37(PassManager)
        1    0.000    0.000    0.000    0.000 shape.py:53(ShapedMixin)
        1    0.000    0.000    0.000    0.000 crypto.py:48(RC4Handle)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:8522(ProviderInfo)
        1    0.000    0.000    0.000    0.000 iam_access_groups_v2.py:2656(AccessGroupResponse)
        1    0.000    0.000    0.000    0.000 open_service_broker_v1.py:1672(VolumeMount)
        1    0.000    0.000    0.000    0.000 user_management_v1.py:1269(InviteUser)
        1    0.000    0.000    0.000    0.000 utils.py:2199(suppress_warnings)
        1    0.000    0.000    0.000    0.000 _interface.py:590(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 core_schema.py:2275(no_info_plain_validator_function)
        1    0.000    0.000    0.000    0.000 cbook.py:2055(__init__)
        1    0.000    0.000    0.000    0.000 art3d.py:625(Patch3DCollection)
        2    0.000    0.000    0.000    0.000 pretty_symbology.py:235(<lambda>)
        1    0.000    0.000    0.000    0.000 hyper.py:1031(HyperRep_sqrts2)
        1    0.000    0.000    0.000    0.000 sets.py:2226(DisjointUnion)
        1    0.000    0.000    0.000    0.000 polynomials.py:773(legendre)
        1    0.000    0.000    0.000    0.000 hadamard.py:41(HadamardProduct)
        8    0.000    0.000    0.000    0.000 {built-in method math.floor}
        4    0.000    0.000    0.000    0.000 axis.py:515(formatter)
        3    0.000    0.000    0.000    0.000 _index_tricks_impl.py:340(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 _local.py:107(__new__)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 __init__.py:1210(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 _meta.py:47(SimplePath)
        1    0.000    0.000    0.000    0.000 reduction.py:251(AbstractReducer)
        2    0.000    0.000    0.000    0.000 traceback.py:376(walk_stack)
        1    0.000    0.000    0.000    0.000 adjoint.py:26(AdjointMixin)
        1    0.000    0.000    0.000    0.000 permutation.py:99(PermutationGate)
        1    0.000    0.000    0.000    0.000 template_nct_5a_1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 permutation_full.py:1(<module>)
        1    0.000    0.000    0.000    0.000 evolution_synthesis.py:21(EvolutionSynthesis)
        1    0.000    0.000    0.000    0.000 layer.py:30(LayerBase)
        1    0.000    0.000    0.000    0.000 hoare_opt.py:24(HoareOptimizer)
        1    0.000    0.000    0.000    0.000 base_padding.py:29(BasePadding)
        1    0.000    0.000    0.000    0.000 extension.py:25(Extension)
        1    0.000    0.000    0.000    0.000 best_first_search.py:119(BestFirstSearch)
        4    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 config.py:527(DictConfigurator)
        1    0.000    0.000    0.000    0.000 request.py:2135(FancyURLopener)
        1    0.000    0.000    0.000    0.000 _context.py:108(IOVUnwrapResult)
        1    0.000    0.000    0.000    0.000 _cipheralgorithm.py:38(BlockCipherAlgorithm)
        1    0.000    0.000    0.000    0.000 base.py:131(Attributes)
        1    0.000    0.000    0.000    0.000 extensions.py:505(CRLDistributionPoints)
        1    0.000    0.000    0.000    0.000 enterprise_management_v1.py:2413(AccountGroupsPager)
        1    0.000    0.000    0.000    0.000 iam_access_groups_v2.py:2862(AddGroupMembersRequestMembersItem)
        1    0.000    0.000    0.000    0.000 iam_access_groups_v2.py:7537(TemplatesPager)
        1    0.000    0.000    0.000    0.000 iam_policy_management_v1.py:6195(Roles)
        1    0.000    0.000    0.000    0.000 open_service_broker_v1.py:1404(Plans)
        1    0.000    0.000    0.000    0.000 usage_reports_v4.py:2951(ResourcesSummary)
        1    0.000    0.000    0.000    0.000 types.py:2239(Base64Encoder)
        1    0.000    0.000    0.000    0.000 text.py:1501(Layer)
        1    0.000    0.000    0.000    0.000 __init__.py:801(_get_backend_or_none)
        8    0.000    0.000    0.000    0.000 deprecation.py:169(__set_name__)
        1    0.000    0.000    0.000    0.000 _cm.py:66(cubehelix)
        1    0.000    0.000    0.000    0.000 ticker.py:1138(LogitFormatter)
        1    0.000    0.000    0.000    0.000 _tight_bbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:2970(ToolHandles)
        1    0.000    0.000    0.000    0.000 _base.py:1427(ArtistList)
        1    0.000    0.000    0.000    0.000 rrule.py:94(rrulebase)
        1    0.000    0.000    0.000    0.000 quadrature.py:5(QuadratureRule)
        9    0.000    0.000    0.000    0.000 numbers.py:2112(as_numer_denom)
        1    0.000    0.000    0.000    0.000 function.py:871(UndefinedFunction)
        1    0.000    0.000    0.000    0.000 cnf.py:77(OR)
        1    0.000    0.000    0.000    0.000 ring.py:9(Ring)
        1    0.000    0.000    0.000    0.000 orderings.py:10(MonomialOrder)
        1    0.000    0.000    0.000    0.000 pycode.py:415(ArrayPrinter)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:683(Max)
        1    0.000    0.000    0.000    0.000 trigonometric.py:45(TrigonometricFunction)
        1    0.000    0.000    0.000    0.000 trigonometric.py:3426(atan2)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:222(lowergamma)
        1    0.000    0.000    0.000    0.000 polynomials.py:1108(hermite_prob)
        1    0.000    0.000    0.000    0.000 _typing.py:7(RingElement)
        2    0.000    0.000    0.000    0.000 classtools.py:56(__get__)
        6    0.000    0.000    0.000    0.000 core.py:3578(<genexpr>)
       10    0.000    0.000    0.000    0.000 numeric.py:2249(_allclose_dispatcher)
        6    0.000    0.000    0.000    0.000 printer.py:324(<genexpr>)
       12    0.000    0.000    0.000    0.000 copy.py:103(_copy_immutable)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 types.py:49(Type)
        1    0.000    0.000    0.000    0.000 parametervector.py:50(ParameterVector)
        1    0.000    0.000    0.000    0.000 mcmt.py:189(MCMTGate)
        1    0.000    0.000    0.000    0.000 pulsedefaults.py:96(Command)
        3    0.000    0.000    0.000    0.000 _osx_support.py:129(<genexpr>)
        1    0.000    0.000    0.000    0.000 base_tasks.py:57(GenericPass)
        1    0.000    0.000    0.000    0.000 base_primitive.py:22(BasePrimitive)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:8763(RepoInfo)
        1    0.000    0.000    0.000    0.000 iam_access_groups_v2.py:3379(AssertionsActionControls)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:18(RestAdapterBase)
        5    0.000    0.000    0.000    0.000 figure.py:2854(_get_dpi)
        1    0.000    0.000    0.000    0.000 relational.py:745(Unequality)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:1060(digamma)
        1    0.000    0.000    0.000    0.000 platform.py:1292(python_build)
        4    0.000    0.000    0.000    0.000 _arraysetops_impl.py:132(_unpack_tuple)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 selectors.py:281(SelectSelector)
        1    0.000    0.000    0.000    0.000 break_loop.py:36(BreakLoopPlaceholder)
        1    0.000    0.000    0.000    0.000 switch_case.py:50(SwitchCaseOp)
        1    0.000    0.000    0.000    0.000 u3.py:185(CU3Gate)
        1    0.000    0.000    0.000    0.000 multiply.py:26(MultiplyMixin)
